equipment_id,equipment_type,location,age_days,runtime_hours,temperature,vibration_level,power_consumption_kw,humidity_level,error_codes_count,manual_override,downtime_last_30d,service_priority,failure_within_7_days
b'\xbdw\xeak\x1b\xb5D:\x93\x95G\r\x8f\xdf: ',Elevator,Warehouse 1,1278,6217.37,83.21,2.62,25.67,48.18,2,1,0.4,Low,0
b'iY\x96\xc7\x83MD\xcd\x90\x1e\x11Ct}\xa1\xc0',Boiler,Building B,871,5783.39,72.48,2.1,27.11,65.44,1,1,1.57,Low,0
b'\xed#\x1bYO\x04B\x83\xb4\xbd+\x00\xe3\xa4\xcf3',Elevator,Building A,721,4169.56,80.23,3.63,27.01,87.13,0,1,0.62,Low,0
b'Y\xfb\xfe\x0c\xe8\xf8H!\x89\xcb\xf7\xe8\x0bX\xd0\xb3',Elevator,Building B,1153,3411.54,82.93,4.46,24.02,36.15,2,0,5.4,Low,0
b'E\x14\xa8PIsD\r\x8fi\xe5\xda\xb2\x04\x90\xca',Pump,Warehouse 2,707,5534.51,83.88,2.52,28.98,85.26,3,0,3.29,Low,0
b'X\x95\x06$\xc88@\xe7\x82\xb9\xe6\xf0-~\xb8\xfe',HVAC,Warehouse 2,1776,4441.7,64.0,3.66,23.89,73.62,3,0,0.36,Medium,0
b'\xd8\xb4mp\xa8\xeaM:\xb9\xa8\xf3{\xd6\xad\x14+',Pump,Warehouse 1,1483,5695.54,83.49,2.56,19.64,80.34,0,0,2.43,Low,0
b'i\xfah\xc6W\x7fN\xd2\x95\x93\x08\x04\xb4\x88\xc7\r',Generator,Building B,634,4939.71,79.55,4.16,14.99,79.03,2,1,1.41,Low,0
"b""\xe56\xa56\x07\x1aM'\xbaq!\xdc\x15l\x87\x15""",Elevator,Warehouse 2,1502,5698.83,79.21,3.74,17.37,63.16,1,0,4.01,Medium,0
b'?O$d6vH\xd6\x8e\x07\x1eh#\x17\x9b\x1f',Pump,Warehouse 2,1101,4521.16,66.37,4.04,18.04,70.36,1,1,1.96,Medium,0
b'P\x07\xce\xfd\xdc\xeeI}\xaf&Z*\xc9\xef\xe1_',Pump,Building B,1387,6211.94,77.61,2.45,20.72,62.93,1,1,0.87,Low,0
b'\x12\xc2[\xa0\xe2\x82N\xcc\xbc|\x83\x9e\x90\x12&\xb9',Elevator,Building C,573,3477.64,86.13,2.06,27.67,34.1,2,0,2.31,Low,0
b'\xb3\xa8j\xbf\x1a3L\x9c\xa8\x7fc\xe0qp\x85\xde',Pump,Warehouse 2,1051,4567.76,73.37,3.81,19.23,68.5,2,0,1.08,Low,0
b'Av\xb2\xdb`BDA\xbf\xb3\xf1\x1d\xa6>;\xd7',HVAC,Warehouse 1,588,4586.53,77.6,1.55,15.21,55.92,1,0,1.46,Low,0
b'\xd6F\xc1\xa8\xab$Ia\xac\x90\xc6\xe9\x81C\xff\xfc',Boiler,Warehouse 2,1767,4769.6,65.76,4.34,25.18,55.36,1,0,0.61,Low,0
b'\xd06y\x85\xfe\xe7L\xef\x98\xe4#`\x9c\x85\xa4\xf9',Generator,Building C,428,4916.56,60.5,1.62,14.98,69.41,2,0,0.16,Medium,0
b'\xa7\xf2\x7f\xde\xbe\x1fE\x80\xb7\xcdM\xb1\xec\x1ah\xf6',Pump,Building B,809,4916.62,76.86,3.3,15.94,67.42,1,0,0.03,Low,0
b'F\xd9\x1eN\x9b\xffLy\x87\x0coM\xab\xe1V:',Generator,Warehouse 1,1144,6189.91,85.14,0.64,24.63,46.27,3,1,0.34,Low,1
b'*9\xc3V1XL\x93\x9d\x910\xb9I\xd0T9',Pump,Warehouse 1,1681,4785.09,77.77,5.5,23.62,70.81,1,1,1.75,High,0
b'\xa1v\xe5\xb8\xc7\xf3E\x9c\xb6\xa9\xcd\x8eW\xec\xad\xcf',Generator,Building C,1221,4672.88,58.76,2.84,22.49,80.39,0,0,2.23,Low,0
b'\x9fwF\xd0\xbaPB\xf8\x9b\xc1M\x0e6\xac\x03\xd7',Boiler,Warehouse 2,980,4976.45,73.26,3.34,18.15,84.87,1,0,1.14,Low,0
b'$\xa0G\xfe\x92OL\x03\xbf\x1fjt\tE\x7f\xca',Pump,Warehouse 2,608,6749.58,88.81,1.06,23.45,72.84,0,1,0.44,Medium,0
b'\\X\xd1\xaa\xaa\xacB\xbe\x8f\xfdw(\x8at \x9a',Pump,Warehouse 1,1152,5359.18,80.68,1.95,15.65,44.85,0,0,1.23,Low,0
b'\xa0\x9b\xc3\x84\xe2\xcbH\xe2\xab\xd1\n\xd7\x1e\x8c\x18\x99',Boiler,Warehouse 1,1556,5682.05,89.87,2.13,21.2,87.09,5,0,1.92,Medium,1
b'\x93\xb2Ix\xe9pD\xfd\xa2&T\x7f\xe0\xc6\xc6\xc8',HVAC,Building A,709,5869.16,83.87,1.86,20.19,52.27,3,0,0.92,Medium,0
b'\xb9\xda\xfa\xf3\xff]@\xf7\xb0pi9\xbcd\xf2\xcf',HVAC,Building B,1087,5303.82,82.22,2.65,27.27,67.81,1,1,1.12,Low,0
b'\xf3\xf0\x10\xc58!IK\x86\xa1\xcb\xc7\x9c/\xe5\xae',Boiler,Warehouse 2,1225,6992.52,67.33,2.18,24.3,56.64,0,1,0.72,Low,0
b'\xf3+\xff3\xf3\xd5J=\x83\xe3\r\x00W}\x1d\x9f',Pump,Building B,1669,4309.61,75.04,4.19,19.92,36.32,2,0,0.6,Low,0
b'\xbd\x91\x10\xfeJ\xc9OG\x8clH\x08\x8b\xab3\xdc',Boiler,Building C,635,4721.04,72.2,4.19,21.7,78.85,1,0,0.68,Low,0
b'\xb4Y\x89a\x0bUF\xcf\xbb\x9b\xe1\xd5X~z\xa3',Pump,Warehouse 1,1000,3914.85,66.75,7.42,26.22,51.41,3,1,4.9,Medium,1
b'~ m\x14J\xc2K\xa3\xba\x04\xbf?Pu\xd7\xd7',HVAC,Building A,1689,4874.55,78.28,3.13,8.9,86.47,1,1,1.0,Low,0
b'\x1e)\x98\x96\x14\x1cM\x1e\x9el\x86\x9f\x1ah\xb9=',HVAC,Building B,1704,5175.21,104.85,3.55,18.43,70.62,4,0,0.35,Medium,1
b'\xcb-\xb7\tX\xc0D~\xb4\x82\x04|\r\x80\x18T',HVAC,Building B,1516,4012.19,80.35,1.44,23.72,37.05,0,1,0.0,Low,0
b'\xa6\xefu\xa8h\xc2H\xe7\x95g\xa4\x06\x91H\xdcj',HVAC,Building C,512,5975.82,84.18,1.13,20.27,35.01,0,0,0.36,High,0
b'\xe9\x8ae\xd5]\x08J(\xbd\xe1\nVb\x1a\xb8\xfc',Generator,Building A,421,4718.98,79.25,1.83,18.56,43.34,2,0,0.12,Low,0
b'@*\xca?\xec\x02G\x9c\x9d{%\x1d^Q\x16\xca',Boiler,Building B,998,3622.38,69.35,4.53,30.44,54.95,2,1,2.42,Low,0
b'+\xbf\x14N\x1c\xeeC\xd7\xaf\xc8E\x90\xf1\rk`',Elevator,Building A,1094,5000.45,62.03,4.52,18.79,67.89,1,0,1.86,Low,0
b'7\x90\xf8\xbe\xe49N\x0e\xbeiL2*&J\x19',HVAC,Building C,942,4664.27,67.11,3.65,15.97,42.38,2,1,1.42,Low,0
b'\xa9\x8e#\xadY\xb0Nv\xaa\xe1\x89\xab\xd0O\xce\x01',Generator,Warehouse 1,1109,4700.32,74.5,6.93,14.44,67.71,1,1,0.02,Low,0
b'f\\\xd5\x88^\xeaL-\x92\x18\xb3\xf6i\xe1\xeeS',Boiler,Warehouse 1,1700,5280.64,92.59,3.56,21.95,80.6,1,0,3.14,Low,0
"b'k\x01x\x08\xeb\xa7@\xed\xa1""\xfff\xaa\x174 '",Elevator,Warehouse 1,786,3680.75,72.97,1.8,19.68,53.27,2,1,0.14,Low,0
b'NhG\xd0\xe4\x1bB\x96\xab\x1d3\x92\xea\xce\xfd\xf5',HVAC,Building A,448,4724.3,84.41,3.74,20.22,33.99,1,0,0.94,Low,0
b'\xdbo\x8b\\\xf1\x85J\x83\x9eE\xadw\x90\x9e6\xbc',Elevator,Warehouse 1,1170,4705.22,88.46,1.38,16.56,51.03,1,0,0.92,Low,0
b'3\xac\x9d\xabY\x82N\xbf\x8d\xff\x17\x95\xfc:\xa6\xe6',Generator,Warehouse 2,1689,6761.69,72.17,4.93,24.84,30.5,0,1,2.17,Low,0
b'\x960\xd1\x08ASFh\x99\xb1\x83\xfa\xde\x86\xe0\xbc',Pump,Warehouse 1,687,4798.51,74.93,3.9,23.34,62.91,0,0,2.91,Low,0
"b""\x90\xea'8\xacRH\xfb\xb5\xb2H\xe2\x08\x80\xb91""",Elevator,Warehouse 1,1578,6396.6,79.15,4.13,23.12,61.08,0,1,2.22,Low,0
b't\x19\xd0\xaf\x16\xe5M4\xaf\xce\xd6\x07\xeeX<`',Elevator,Warehouse 1,1422,6403.37,81.98,2.34,17.6,83.42,4,1,4.4,Low,0
b'$\x05\x04\x8f\xaf\xa0C\xaf\xa53\x8d\x15k\xfe\xa4\xeb',Elevator,Warehouse 1,958,6864.63,86.1,2.86,13.91,72.98,1,0,0.75,Low,0
b'\xdd\xc5\x93\x95\xdf\xa7F\xec\x95\x84\xf5\xcf5\x85\xcef',Pump,Building C,596,4241.91,68.13,4.28,19.22,60.42,0,1,0.16,Low,0
b'z\xfe\x1c\xecQ\xbfA\x9e\xbcFO\xd7\x18\x95$_',Boiler,Building B,1386,4092.24,90.19,3.77,25.15,77.77,1,1,0.61,Low,0
b'D\xf1\xe3i\xbe\xaeB1\x80\xce\xde\x1a\xf1\x7f\xcb>',Pump,Building C,1400,5171.84,80.53,1.24,15.52,41.46,1,0,1.81,Low,0
b'\xcd\xd7\xb8\x1c\xd9LJ\xd4\x82\x98\xe5\xed\x92\xe9\xa2X',Generator,Warehouse 1,1292,5848.17,62.67,3.83,23.13,75.65,0,0,0.19,Medium,0
b'\x94\xebu\xa1\xf6/C\x14\x89. xf\x11g\x8c',Boiler,Building A,434,4050.58,89.35,2.31,19.67,45.57,0,1,4.23,Medium,0
b'I\xcb\x1c\xc1%\xe5Fo\x8a\x07\x9c\x0e\xec;}\xdf',HVAC,Warehouse 1,843,5349.65,59.35,3.14,18.68,49.38,5,0,3.73,Low,0
"b""\xf0\x82#\xab\xbf\xddA\xa3\xba'\xca\r\xc8\xcc'\x1e""",Elevator,Warehouse 1,673,5469.27,59.64,4.14,23.06,81.48,2,1,1.06,Low,0
b'wS\xe1K\xfdCCq\xa8\xc4G\xfe\xb2%.\xb9',Pump,Warehouse 2,1771,6214.8,69.02,0.28,23.2,69.26,1,0,2.89,Low,0
"b""\x85\n\xc2\xd0$\xd4N\x1c\x97<\x89\xfe\xd3\xb4\xf4'""",Elevator,Building C,1582,6334.9,81.3,4.61,30.1,67.48,4,1,1.17,High,0
"b'\x90""\xde\'W\xe3H(\x86\xe5 2\xefV\xb0\xa9'",Generator,Warehouse 1,1670,4181.57,90.32,3.75,13.0,85.69,2,0,0.48,Low,0
b'l\x8d\xe5\x1c4\x9eD\xb2\xa0\xfe\x06\x82\xb4\x18\xdf\x9a',Pump,Warehouse 1,697,6118.46,80.49,4.04,27.99,33.2,2,0,0.93,Low,0
b'\xcf\xfb \x8fI\xecF}\xb2\xd200n\x82\xa8\x9e',HVAC,Warehouse 1,1672,6962.59,75.04,4.52,26.71,46.52,0,0,2.02,Medium,0
b'W@\xa0\x92\x1d\xd1C(\x9bc\xd7F\x93\xe6r\xd9',Elevator,Building C,1370,3794.0,78.73,2.4,29.1,70.07,1,1,0.04,Low,0
b'\xc4\x18\x96\x16\x90\x9cG\xf1\xae\xe6\xeck7\xed\xf1\xa6',HVAC,Warehouse 1,771,5523.08,88.31,4.27,22.5,78.17,3,1,0.33,Low,1
b'G\xc1\xc1\xf3f\xb3N\xf5\x8e\x96\xb7uWF\xa5V',HVAC,Building A,585,3345.27,80.39,3.23,23.83,65.57,1,0,0.06,Low,0
b'\xf8fV\x10\x07\xf9M?\xa1\t\xd0\x81\xa0\xafr\x92',Boiler,Building B,1342,4192.56,73.51,4.4,21.31,82.97,1,0,3.98,Medium,0
b'j\x88\xd7+\xbfME\xc6\x9d\x91\xbe\x99jq`\x9a',Elevator,Building B,890,4833.53,77.12,1.66,24.98,78.16,1,0,4.55,Low,0
b'\x1eluO\xb9\xafE(\xa5\x13\xb3\xe7\xbc\x90\x9a\x9b',Pump,Warehouse 1,1819,5288.65,75.75,4.79,19.4,33.74,1,0,7.41,Low,0
"b'\x0c\xc2\x93bK\x84F{\xaf\x8b,N\xc7w\x10\xd0'",Boiler,Building B,1291,5343.07,78.08,2.0,19.11,42.65,1,1,0.63,Medium,0
b'`]\xe8\x1f\xce\nD\x11\x89\t\x90\xc8[\xc0\x8cF',Pump,Warehouse 2,415,3297.79,70.37,2.08,25.26,47.96,1,1,0.59,Low,0
b'E\x9c\xb5\x1curD\xe2\x98\xa7\xb8n\xee\r\xa7\x17',Generator,Building C,591,6369.25,63.61,2.43,21.66,50.56,1,0,0.17,Medium,0
b'\xeass%\x9b\xb4KE\xa1\x82\x13\x13\x1a\t\xb1\xbf',Generator,Building A,1477,3081.9,73.5,5.03,21.41,38.23,2,0,1.96,Low,0
b'\xe1\xf7\x0b\xfaqIJ\x81\x97\xb2f\xef\xc7\xa5Ie',Pump,Warehouse 2,1624,4904.54,57.24,2.88,15.83,48.39,1,1,1.08,Medium,0
"b'O\x05\xfb\xbb/vA<\xaa\xdef\x92""6\x10&'",Elevator,Warehouse 2,1581,6738.85,71.79,5.75,24.07,76.62,2,1,3.67,Medium,0
b'{\x8c\xffdm\xb2F&\x85\xfe!\xdb\x89\x8ft\x98',Boiler,Building A,561,3815.64,70.01,5.55,19.63,59.55,2,0,3.93,Low,0
"b'\x99\xc4]\xc9\xb1\x90E\x80\x9c\x13c\xc1$L""X'",Pump,Warehouse 2,1087,3296.13,65.76,5.34,18.63,37.56,0,1,6.05,Medium,0
b'\xae\x82\xa1\xe9\xb5\xd9Av\x8f1*\xa9\x1b\x97\x02\xab',Pump,Warehouse 1,1581,5261.95,62.45,2.47,33.42,68.68,1,1,0.93,Low,0
b'\xcf\xf2\x95$\x01\x94E/\x81\xc4M=\xf0\x95\x10\x1f',Elevator,Warehouse 2,1404,4107.67,79.02,1.06,21.45,46.72,0,1,0.4,Low,0
"b'\r\x854\xb4""\x93Lh\xa8^,(\n\xc5\xc0\xc4'",HVAC,Warehouse 2,1658,4451.73,83.33,1.34,21.1,52.47,2,0,1.63,Medium,0
"b'$_,\xb5\x03\xb9N>\xab\xff\x86^\xe5\xf1\x82\x05'",Pump,Warehouse 2,1506,5401.56,79.68,3.78,15.11,43.23,0,1,4.14,Medium,0
b'\xc9O\xca\xe9\x81=M>\xbd\xd3oQ\x89(D\xe0',HVAC,Warehouse 1,1441,4161.41,66.13,3.8,26.14,75.02,0,1,1.23,Medium,0
b'\x0cOW\xb6|\xa8C5\xa5\x80\xaf;\x0c&\x19\xc3',HVAC,Building B,1519,4285.45,72.38,4.24,19.86,32.4,1,1,0.54,Low,0
b'l\x81\xd9<\xfb\xa3A\x94\x8a\xf1\x0b\x8c\x1bF\r\xf9',Elevator,Building B,637,4930.42,83.9,5.39,18.97,39.27,1,1,1.82,Low,0
b'\xf2/i\xa9\x94Q@i\x8bL\x0b0veJ\xbf',Boiler,Warehouse 2,1579,6171.66,71.35,2.1,14.45,60.63,3,1,0.1,Low,0
b's-\\\xae\xae?Dr\x89\xf6\x88\x04\xd6\xe9\xcc\x8c',Boiler,Building A,1627,5056.34,69.88,4.8,18.91,39.64,0,0,1.19,High,0
"b'\x83\xff\xab[\x7f,F>\xae3\xc5\xea\xd7\x845\xd3'",Elevator,Building B,1461,4430.17,78.3,0.72,23.75,40.41,2,1,2.78,Low,0
b'\xbe\xdf\x8a\x044\xb2KZ\xbc\x1e\x1e\xc6\xfcWo\xf5',Boiler,Building C,908,5325.01,70.54,4.13,14.41,63.95,2,0,0.04,Low,0
b'\xea\xad)5`\xd6D\x15\x98\xde\x14\xf3n\x95:b',Generator,Building C,1161,5098.07,87.96,1.92,23.73,50.71,0,0,6.51,Medium,0
b'\xd4\x91\x0c\xd4.\xd9L\x8e\x8b\x8d-P^(r\x9d',HVAC,Warehouse 1,898,5505.4,76.96,4.04,12.69,70.71,4,1,0.65,Low,0
b's#\x89\xb4\x12\xb8I(\xa8\xc6a\xce\x96\xfb\xbfI',Pump,Building B,1103,5876.05,89.73,2.09,18.85,56.57,1,1,3.6,Low,0
b'3\xc5m\x8f\xa5\x90GN\xa9\x99<\x84\x049\x95V',Elevator,Warehouse 2,581,5640.48,73.09,3.49,14.26,39.03,2,0,0.57,Low,0
"b""\x85\x8f\x17/1^N\xad\xb7\x0cQ@\xc9\x1b'\xe2""",Pump,Building A,1644,7075.64,71.28,4.24,24.08,64.67,3,1,0.01,Low,0
"b'\xcf9\x97\xc9\x93\xb6D\xf3\xa8\x7f\xfek\x84,\xc1\xed'",Pump,Building B,371,5635.45,63.83,0.44,12.23,83.08,3,0,0.63,Medium,0
b'\xce\xb0\x99\x9d\x93\xf4I[\xb5+o\x0b\x97\x9d\x1d\x1f',Generator,Building A,869,4497.72,70.07,1.75,10.58,79.86,0,0,2.66,Low,0
b'\xe0Elk\xae\xeeI\xf8\x92\xc5ku\xfaj\xe0\x0c',Generator,Building B,1198,3179.4,77.7,0.13,19.66,65.76,1,0,0.25,Low,0
b'\xf7\xa5O\x04\xab\x89J\x18\xb1\xb5\xc9-\xed?O+',HVAC,Building B,958,5911.36,76.06,4.9,15.77,69.52,5,0,0.79,Low,0
"b'\xf5^,T\xab\xedCX\xb5\xe9\xdd*\x88\x1b\xdc3'",Generator,Building A,382,4877.29,75.93,1.3,32.06,37.12,1,1,0.14,Low,0
b'\xe0\xd7It\xce\xd3NX\x9c\x13K\xaf1\x17\xd7\xff',Pump,Building A,758,6516.39,81.02,3.11,18.94,61.94,0,1,0.38,Medium,0
b'\xea\xbc\x8dI\xfc\x8bK{\xb8\xa7>\xf7\xc0\x87\xfb\xa5',Elevator,Warehouse 1,696,3255.67,80.82,2.9,22.25,50.85,0,0,0.11,Low,0
b'\xe7\x9f\xae\n\x08\x1cN\xfe\xa3\x17\xe9|\xa5u\xd2%',Boiler,Building A,934,4586.39,93.88,3.83,13.32,45.17,1,0,3.47,Medium,0
b's\xe7\xfb\xb5\xbe\x00H\xcb\x88fc\xd3\xac8Y\x85',Elevator,Warehouse 1,926,4906.36,88.26,1.07,13.01,78.34,1,0,0.18,Medium,0
b'\xd1\xa5\xc5\nW\xe9F\x80\xa3\xcf\xb5#8\x1d[5',Elevator,Building A,964,3480.65,46.68,2.32,22.76,52.86,3,1,0.72,Medium,0
b'\xcc\xb2t\x86\xe1KM9\xad\x08\x00a\xa8\xe2\x9f\xf0',Elevator,Building C,884,5190.42,79.49,2.24,20.17,58.54,1,0,2.14,Medium,0
b'\x98\xa0\x9f\x05=rL\xf1\x85s\xe8\xa3\xdf\x0e\x9co',Generator,Building B,1069,5058.98,79.47,2.49,20.85,55.06,0,1,1.9,Medium,0
b'\xd2_e\xc1\xa8\x89H\x93\xab\x98v\x82m\xfa\xb4P',Elevator,Warehouse 1,1262,5179.83,79.87,2.68,16.85,63.04,3,0,0.94,High,0
b'\x00\x96\xcb2\xf7\xffM\x1b\x9eMc\xd3\x19\xc8o\x9e',Generator,Building B,1260,4534.78,72.11,1.4,11.07,70.55,1,1,1.01,Low,0
b'q)]?\xee\xdbL\x08\x96\x82G\x96\x83-\xf0\x0b',Elevator,Warehouse 1,432,4622.96,71.5,1.2,18.54,82.76,1,0,1.4,Low,0
b'\xe8\x06\xe6\xc8\xde\x13I\xff\xa3\xa8\x8c\x12\xdb\x97\xaf\x06',Elevator,Building A,478,5353.55,72.44,5.06,27.15,54.19,3,1,2.63,Medium,1
b'Y\xd2\xe6\x98\xa6\xdbM\x81\xb0>\xc7\xca\xf4\xe5Y\xfe',Boiler,Warehouse 1,1207,4701.4,77.74,3.23,26.27,80.68,1,0,4.93,Low,0
b'\xe2\x89_n\xa4\x02J\xe7\x9b\x06Z\x19t\x18\xde8',Generator,Building A,1079,5654.68,70.27,6.53,6.68,48.51,1,1,0.08,Low,0
b'm\x7f\xb9\xc9\xda\x1aC>\xb1\xefvC\x06\x91\x02\xdd',HVAC,Building C,805,6507.63,68.08,4.96,14.11,78.33,3,0,9.28,Low,0
b'R\xbb\xc8\xeb\xa5\xcbG$\x9c\xbdmq>Q\x84\x8c',Pump,Building A,1163,5073.43,71.64,4.92,25.44,37.22,1,0,1.95,Low,0
b'\xd26=\x83\xdcJ@f\xa2\x99\xa0GwU\x83\x14',Elevator,Building A,1586,4284.98,64.71,-0.37,26.31,39.61,0,1,1.08,Low,0
b'B\x95\xa7\xd8\xe2\xdeJ\x7f\x88\x88b\x90\x8c\x87\x15\x00',Elevator,Building C,755,5388.98,77.51,2.71,16.22,36.01,0,1,2.17,Medium,0
b'\xac\xb3\xe0\x98>\x9bE\xcf\xbb\x8b\xa3\x9a\xe2+\xe4\x8c',Generator,Warehouse 2,1732,3867.33,78.44,2.44,17.46,82.1,2,0,0.08,Low,0
b'\xcf\x9d\xb7|\x0e\x84G\x93\xado\x14\xbf#]\x9f\\',Boiler,Building C,1744,3090.64,88.18,3.11,17.94,30.68,2,1,1.78,Low,0
b'\x84\x10`\x7f\x05:J\xed\x89\x14\xe3p\xd6\xca:Z',HVAC,Warehouse 2,841,5344.38,74.26,0.4,21.7,72.57,2,0,1.6,Low,0
b'\xedy7s\x04\xa1J\x00\xae\xe9\xa2\xc4\xfe\xf4\xc1a',HVAC,Building B,1758,4900.91,68.97,3.65,22.35,43.46,1,0,5.33,High,0
"b'b+__\xa4\xcdC\xb4\xbe\x7f\xcf""#4\x8c\xa9'",HVAC,Warehouse 2,653,4889.33,66.03,4.26,18.15,35.01,0,0,2.79,Low,0
"b'X\xa7\xdb1\x12#B\x14\xa9\xd08J""L\x96\xba'",Pump,Building C,1429,4989.06,68.43,0.1,16.62,53.67,1,0,1.7,Low,0
b'm\xf9\xa8Q\xb2~C\x03\xb22\x91/\x1d\xd9\xd5\x1c',HVAC,Building B,1499,5608.44,82.14,2.74,19.15,46.09,1,1,2.28,Low,0
b'\xf5\x07!\x08\x89\xf4E\x1e\x90T\xee^\xdb\xef\xb3\xf7',Pump,Building C,696,6567.8,66.4,3.79,14.31,45.59,3,1,1.06,Low,0
b'*ya\x10\xc7\x9aI\xc4\xb57~\x9e?\xb2\x8f\x17',Elevator,Building C,1002,5761.31,63.54,3.77,24.86,79.46,1,1,2.68,Low,0
b'w<\xf6I\x19OG\xa1\x8f\xc3\xa0\xe5\x05\x90\x06\xdf',Pump,Building B,756,6401.43,63.58,2.43,18.97,89.55,0,0,8.92,Low,0
"b""\x01\xb4\xdc\x8b}\xd4BL\xaeE\xe2\xcf5\xf1'\xf8""",Pump,Building A,1485,5892.95,93.3,2.39,23.56,58.06,2,1,0.8,Low,0
b'T\x9c\xa3)FHI\xc4\xa1#)Fd\x81\x9bC',Pump,Building C,1673,6144.61,77.1,4.39,22.71,63.37,1,1,3.41,Low,0
b'\x1c\x82=c&\xe4I\xd0\xa4z_\xb6\x19\x9c*$',HVAC,Building B,786,5663.45,67.76,3.88,18.02,36.17,0,1,7.74,Medium,0
b'es\xd3\xd0\xea>C8\xb2\xeb HbX\xb1j',Generator,Warehouse 1,402,5900.4,79.51,4.78,14.11,65.65,3,0,0.65,Medium,0
b'\t\xc0\x07\x87\x08sD3\xb9Y\xd7\xee^E}\xef',Pump,Building A,961,4264.7,82.21,1.42,23.79,67.52,1,0,0.12,Low,0
"b'\xa2\xec\xcaY\x85|E\xa6\x9b\x93\xf9\xd5\xdd,\xc4\xf2'",Generator,Warehouse 1,802,5283.75,65.12,1.73,26.25,58.71,2,1,0.03,Low,0
b'\x83\x14\xd9\x1c\xaeHF\xad\xad\xae\xdf\xd5r\xc3r\x01',HVAC,Building B,1626,4814.38,71.78,3.11,18.64,55.58,1,0,0.7,Low,0
b'\xd7\xb2\x84\xd2\x08\xb7L0\x89\xa4oY\x97g}\xdd',Pump,Warehouse 1,1367,5219.11,75.77,5.43,29.76,60.02,0,0,0.19,Low,0
b'5\xf9\xfd\xf9\xf6\x84E\xbf\xb0\x9a\xdf\x99\x16g\xd7\x1d',Pump,Building C,580,3331.4,85.59,2.74,23.86,38.6,1,0,1.49,Low,0
b'X\x1e\x97\xb4\xa6\xbdI\xa3\xb0h\xday\xa9D\\\x94',Generator,Building B,1692,5603.25,77.98,3.96,25.29,70.78,2,1,0.63,Low,0
b'\xeaN\xf9E\xf8\x9a@Y\x9f\xc2\xdcH\x0cf\xb6\xe0',Generator,Building C,628,5652.65,63.62,4.82,28.67,30.97,2,1,1.63,Low,0
b'\x19\xd2i\xa7\r\r@\xaa\x90\x06\xcdt\x94\x93\xdd\xea',Boiler,Building B,1687,4121.68,71.22,3.35,23.23,36.21,3,0,0.0,Low,0
b'\xf0\xb9LO\xe1\x12H\xd0\xba\x96l\xeam}6\xdf',Elevator,Building B,1536,4083.73,88.55,4.76,20.67,87.46,2,1,1.59,High,0
b'z\xadmw\xbe\xc7Oo\xbft\xfeu\x03lTK',HVAC,Building A,369,6418.24,59.11,0.92,17.02,35.7,1,0,0.39,Low,0
b'\xc5\x91\x86\xec\xbe\x17HZ\x946F\xc9\xb7i\xddH',Generator,Building A,1763,4968.49,77.75,4.6,20.46,89.73,2,1,0.73,Medium,0
"b""=\xe7\xb6\xc7\xc9\xd2N\x15\x93\x1f\x8a')\xa1\xc6\x1d""",Pump,Warehouse 1,1782,6676.39,65.54,1.27,25.69,37.99,1,1,1.73,Low,0
b'*\x9e.\xe3]<CW\xa5\x98c\tQ\\3k',Elevator,Building C,1416,6100.82,85.61,3.8,21.81,60.0,2,0,0.05,Medium,0
b'\xce\xe2\xc1l\xe7\xc5G\xd1\xba\x1e~Q\x12o\x17\xf0',Pump,Warehouse 1,536,4540.45,57.62,4.57,21.75,41.77,0,1,6.62,Low,0
b'\xc7GT\xddz\x08E\x0b\xae\xfe&y\xff\x15t\xbf',Pump,Building B,887,4946.1,65.18,4.68,31.6,35.16,0,0,0.22,High,0
b'\xd2M\xeez\x84\xccK*\x92\xac\xde\xc1\xd5\xa0+\xa1',Generator,Warehouse 1,1030,6180.49,97.78,3.99,13.65,79.2,0,1,1.38,Low,0
"b'\x8bn\xee\xe6\x96\xa4E\xe6\x83""h\x91m\x136\xf4'",Elevator,Building A,1360,3907.84,83.35,4.37,12.27,83.88,3,0,2.05,Medium,0
b'\xf3\xca\xdd\x94v^A\x07\xa6\xd32\xa9u\xf5\x9f\x96',Pump,Warehouse 2,1303,3634.18,73.51,3.75,28.98,51.52,1,0,0.76,Low,0
b'>\x88\xa0)/\x85G4\x8bE\x19Tc+\xfa(',Elevator,Building C,1046,3973.63,87.3,1.55,28.14,75.38,1,0,5.46,Low,0
b'\xc7\xa0\xb1\xadN\xc2I\x01\x8e \xef\xf9t\xff\xe3Z',Pump,Building C,460,4480.6,71.59,3.64,20.39,52.67,0,0,0.83,Low,0
b's\x8f\x84\xd6\xb5LK\xfc\xa3\xb1\xae\x8c\xb7rna',Generator,Building C,491,3749.3,75.22,-0.1,16.57,54.04,0,0,4.3,Low,0
b'\x7f\xeb\xa1\xa4u\xfaH\xf5\xaf\x96\xd2`\x8b\xe3*9',Elevator,Warehouse 1,1034,3206.11,61.45,1.94,29.77,68.89,0,0,3.36,Low,0
b'\x82\x9b\xbb\xbah\xb0N9\xaaq\x1dIt8o\xe6',Boiler,Building B,1796,5172.53,80.11,6.67,17.29,64.9,1,0,0.27,Medium,0
b'W\xe2\xaa\xeb\xa0tG!\x81\x10)\xe4]i\xc9\x05',Generator,Building B,484,3882.25,71.41,1.74,23.38,33.51,3,0,0.85,Low,0
